aluno,nota1,nota2,nota3
Ifcwziwqz,3.3,1.9,9.4
Fnkkcxkzlvhejrszrhjkobfdzsfimgewgvdakqcv,0.7,4.8,4.5
Hpunqmvfmqqexaokg,3.6,4.0,3.1
Itgzdqcqwsfzuydfkbinhtpyvpjyasmsmspufygcoxskynmsr,1.7,6.2,1.8
Tdevfxhsco,1.2,6.6,6.5
Drxngwolbmafulqyhqpfryugnsp,9.0,6.6,9.5
Blakbncbkg,7.6,7.3,6.1
Rfumsrkcopkigkugmyhpcirxipkuzbkfaouoyb,3.4,6.8,7.7
Wglruxtuchnqjlmbexc,9.9,4.3,4.1
Znybwomvfbdnjqppolko,0.4,7.6,8.4
Kisfshvjavlclgpmonnfgjxmfcfghwdn,2.9,4.1,9.7
Bmiuelbfmsvktupvadgmvfpdikercmylwkssjhzcwcschrbjcm,1.0,2.3,4.1
Bvgehuevhkjobknl,9.5,0.8,8.6
Eydqdcaemrslwy,6.2,5.5,6.5
Dpvuzomftyosprrklxjgemlfogvmzjfranu,9.7,4.0,3.6
Qmyiuwlmxqbjsxzehmuyzrtmiissjudxybzihkjh,4.1,4.5,6.4
Isxjxamuivuwqfwnnvqtklsv,9.2,9.0,5.3
Ylvradtgd,4.8,2.1,2.1
Jmoneilhouboidphhhfngivikf,4.0,6.4,2.8
Hmxaqfoonthnltpfcpcrnuyt,0.8,8.9,0.0
Vybgefivwfmfqhrbnmrqtgjcpqlpqeb,6.9,9.8,5.8
Laslnwlvtzdmzafg,7.2,7.1,4.3
Iyuqwkqzjiwcihkclwperowwfmnsktywjbipspl,2.1,4.6,5.2
Tvalhzr,9.0,2.7,10.0
Ygqqxfyrjxeomagbtgwgxtskgawcqcwnfxyejagg,2.1,7.2,0.1
Evhpiqdljvolihnacyz,3.6,7.3,3.8
Eoebyrjdlnpahquksggwwkhjacwxarataayqeudbu,9.4,8.2,3.7
Zkgnldpuegtygvaviqzllnydsfzibaoqc,8.7,5.8,8.7
Bstohgbnnrizofhwmdotljoawfdciwqwdwtqxa,7.0,8.1,7.7
Jiluexthrgsyqifxzvoicfspqhzyiatlxcdaxkcuebqegikf,3.4,1.9,2.5
Grgwvbyaevlxov,9.2,7.8,5.1
Ocuitbisqjveosjtceqmakyhunpyjxnvzmacgedrmsduhjiz,1.1,0.3,5.5
Nizrvzjflmjezjrlvoeqdqivjdxfxjamlqbgoueb,3.9,8.9,1.1
Xrfalncaambh,0.9,4.1,7.7
Wwvollduhrlykkmnrojjmoxgnxtmtwfcnfwsfkas,4.9,0.3,8.5
Hphckpkynbaqucwbcuqioqmdiywwsqhlhuppqqbxrafldjq,0.4,9.6,6.4
Odbyrcnccfucaahdlfrlnkunmeyies,0.6,0.8,4.8
Sixa,7.7,8.8,9.3
Jequ,6.2,3.6,5.6
Yythqxxyhpcexqczasifnycaokvbmdtvcnoarjiqwnkokwdfkrf,2.6,5.6,10.0
Muuckszwrrncgnnnqgnbpolssvkinfwrzlmfexivohzdvi,0.2,8.6,2.8
Ghhqrpxewmmloxcqumvgpsldk,7.5,8.1,8.2
Svkievjjczoyhcpqcdgowvendbqzjlxtbfvgiustfkzk,0.5,9.4,2.0
Vebiiwzjjrfimmxjmqptkmaxcezeukojqcgufo,3.7,2.2,0.2
Bufyeqatkifejwfklsgpghsvzkzkkbjgdckstynjcynfixttai,7.0,1.7,3.9
Yutwfrertqkvcypssagkhagggmvsyfqmvuqsuoiirvdigikjecv,2.1,4.8,4.9
Xapqigjato,7.9,3.3,2.9
Qiqquz,5.8,0.2,9.3
Calvtecsmwlrrhqdxnejzdbipwks,3.0,0.4,7.7
Nifsjyjsaphlblxblkyknhhyottshynhjxxwrudloo,7.8,5.9,5.9
Qqcixuebscatpmlltgjyfdkjutaxddtjmtupxredlozrks,8.9,2.3,1.5
Wdydxgxusunjctlhymacwifexkcm,4.6,8.4,10.0
Dhnoixmhb,7.2,4.6,4.4
Fvhzfzyebtqnoencdwapwkdjjivzxdhvszode,4.4,9.4,1.7
Cufxm,7.9,5.5,2.5
Dwkyhroz,8.1,2.9,0.2
Geufnnbqkngwmkwkfdufqoihidabdio,3.7,3.9,7.7
Wtcmxopssmubjhubjhvwhgyujowvtkdbxklsuwturgehel,4.3,1.9,3.4
Djjhrnavuzxjgfspvibyvlptmitskaukatgvwdtxqgxf,8.0,3.7,6.1
Vbhtsimyqudwqtaouakrusghovihpaygrjakyr,3.3,1.2,8.7
Eseahccmnc,9.1,1.9,4.1
Iqqsyrdhqiwpxucaapnujnjagfvviinxidampccjp,8.2,6.5,1.4
Bhnbtqhwopziqobpfuyhnospnjnyqmbwxgjtyojcfifavkr,7.1,3.2,6.0
Ctsvlmwhtssqauhmwaocyi,5.6,5.6,4.9
Dpxwkgwylbuorrmwcsndlkarbxb,4.9,9.0,7.5
Iutlryscjzwnwsmkeznhc,0.3,0.4,8.9
Shfdlmuobeshst,1.8,8.0,3.3
Bvlvrdyvrvxhfnpofdkqwslkwoubm,8.5,7.7,6.3
Sldtkbvamtyeknvpopcvnkjd,8.1,3.6,0.4
Qrwqrqmkwfubbcbjiqxvvhurhbyjtdakiybrpszpyebj,0.3,3.1,4.7
Dritdklrarsbnid,4.2,0.8,8.3
Kakkpwapxh,10.0,9.3,6.2
Eginjypkfjlfaeoipoeo,4.1,3.4,4.9
Jloezlhlceelfaj,1.5,3.9,5.3
Uguywmrjuztbtakcvrsqmmejbvprkirsmfbiofzcpehqij,9.8,9.3,8.6
Qztmswgcgybjcpet,1.5,2.4,5.5
Dcmivazflgltiycaaiqnppsbnlhbkn,0.6,5.9,6.2
Gqdchlbwiutkvdgu,1.2,8.9,1.9
Khsimaqoqmteogglbhnlixsebzmnfsyboattwd,4.0,7.9,7.9
Hktjytuexvewuzpujktcxjibgcmlcdxl,5.4,0.5,4.1
Nuigcuifisgbcdidchcpdqnbxphrflcjv,2.6,4.4,2.4
Gzrjoqnmxabwuhjcfgbfjhrdrryv,1.3,8.3,5.3
Ayyoekaibdugdycoenngheseuujsuvbcl,7.2,8.9,1.4
Wosvimyowpkvrjpsydggxlxtrgldccavtjjjcqidokvg,9.8,2.6,4.1
Jpravfm,2.6,8.8,2.3
Kipwevaravppoiimyddglocrescwgdlfinwdujviwvnjcecti,9.3,6.9,5.4
Gisgtjkyqiqlqbpwdl,8.4,5.0,8.4
Ermlhiiytfjmajvmnkrzgwrdbrvtpyymogwgienjjcesifjbzs,2.6,2.5,8.9
Crqfiiqpwwbgkaygoavechbtrgjpfldnthcpyxdtle,1.4,5.7,9.8
Pzmx,4.4,1.6,4.4
Fungdvmobicbqvjnxlfbwhnjrw,3.9,7.7,5.0
Lbcndysmhswdniohrylckld,4.7,2.3,7.7
Kdkucpehdbvajfzgkfsxvaqdu,0.3,6.0,1.8
Jpdaxnrbonjnvuuqgmismshw,2.3,1.1,3.6
Dwtxvmxmcmftyqedky,5.3,0.5,9.2
Lsjhckgomzoknifxrldizlvbvnwqikdrhdspnf,9.4,2.6,7.3
Gwoevaxnwlvpbbiipzqxscgxrccnxicpgmepmbwwsyclofw,7.9,1.4,3.3
Wnjkaupusigbvwnfpxtxuz,5.3,3.7,8.2
Jynscimwxhdzlswfdsq,3.2,3.8,9.3
Vrqwpepibglcqlclqcapaszwnubfeynoyrvx,4.0,7.0,3.8
Etuseagqssxjqzpuqdprcujifrrwxs,4.4,8.5,0.1
Qqtyjowtziklqjyqimgconicfxjcv,7.4,0.7,7.8
Hdlblea,4.3,8.3,7.6
Sqiclftmldpizgp,4.2,5.5,7.1
Yeinxpobkil,7.7,4.8,4.1
Iqlfkmgcebuytxbsdxnglpxaatdsntfsxmujtybafhpab,2.6,1.0,6.3
Vuvxyhhhfturajosbjt,3.8,2.8,5.5
Swxrziymfxvcyrbluvdmrzxnyykyeczviihcdtujwmfmadqkpb,4.7,2.7,9.2
Huxqkgjesg,5.1,7.5,3.5
Nqftixdgwzonctulcmqbravjyzkdcvroxwrgamyibpenyqrmt,0.1,9.7,2.8
Ntaqvhgbzzsfbhs,3.8,3.5,7.1
Prwidsxvhvtwevssfmxiztxjrfdweowrpzmkkef,0.9,7.1,2.3
Ustxuaurxxnpjxwqwhdlbllfgnbdtwivxvtuqyid,6.8,2.2,3.4
Vmpqpcuxsgdmaamcgjdvybxvtwd,3.5,6.9,5.0
Fsqxaktymktkwqogfndyrkgyhka,5.8,8.8,3.5
Vtopinbgajxdltzjhdka,6.4,0.2,9.9
Nqicnlmoxqmrweecvnxbpjwepcjggipe,7.3,6.4,8.0
Wnmndsjicypjarhgtsgunkuxjknif,1.3,9.2,2.2
Cubakollsswiofdesiwuhorjzpivibqzsxfmiggybvpf,1.9,3.9,8.5
Bizqkiurqjhrqzzrnmcuajnyihugwazdyumyxvvwibwzqo,1.7,8.1,0.2
Jobnygchihglggqnllkjcoagrhgztqlvcspxpeiscrttg,9.5,5.6,5.5
Tyrbuejkucuvuyhlrzjwohlrlspujuhsutyee,7.1,8.4,9.6
Kxvqgqsvjgdxwfksiphjwwzjjbhbiqxzueyrbygfghwpdtpe,0.4,7.8,1.5
Nvtppldcwfgotvzy,4.8,0.7,5.9
Diqqnoccoepraydlcabbkxwnydrysmwcwymsvbsvzhlrqqrjrm,9.9,9.0,9.1
Nodvazzqzvgsqfyokoxt,5.6,5.3,0.4
Vkszofqzkalrayrlvocnsxlbxuporltdmqlzwcdoywnjc,6.8,9.7,1.1
Mmjfbmwkxjnztdsexldhtvkeaellbgzk,5.5,5.5,9.1
Uevpaiwl,3.8,4.7,6.9
Ownjkmqrwganqfqycfpvzrsgacjrqczxyfdbpjhrn,6.5,0.6,9.1
Ohryoirpywfnlkkkxfiembdvkebu,9.1,0.9,1.7
Qsgelrtkgfyjuposynhzctaypdektekwi,9.7,4.2,8.3
Tceowvfkyglis,5.4,1.8,8.5
Uocv,1.4,4.8,8.8
Yzuxlkoepwgdusdjmyswkjsuolkeuuidhjpzjkpwi,8.8,6.9,7.1
Rbblmk,6.6,2.9,1.9
Gojvvsfsgdaechpqiibiljjomufev,5.9,1.8,2.2
Alfuhhrnbbqmjgkxdakzrzsv,2.3,5.9,9.7
Nttztzsdvpdtmrzaepxosecrvmzyddgo,4.1,2.8,3.3
Jhfyzosjddpcwjlrytj,0.2,0.3,4.3
Scoekzlfweufznvzunawjpfnlgedqkizpe,2.7,0.7,9.5
Itycocwqvwipyhvomaooykaxld,4.4,1.6,7.1
Mtzsokckygnppqeseqkjvvwolmhbswidxjwiziozfx,9.0,2.7,5.8
Ofazimeupzfcxbtsambh,5.1,4.9,3.2
Hzzhlihixbhgulkylkorxjjdzecpgvpxkkubaueykkzumrb,9.4,3.1,8.0
Xpwlxtkxxcwsqwglohutxtbni,5.8,1.5,9.4
Lqrjdsrxbtou,2.0,1.3,7.8
Rmushsmrjpiddwqykhfqwahrsxpmuzxj,5.4,6.1,9.9
Faravtwyahupjecllqbznka,7.3,1.5,4.6
Fwniofueuvfltsjdtqffphjyhiohdximawsthbgxkwdpjd,4.9,4.1,8.3
Exyriqiagdshthghfjycpszchddnsdpspblpfjggxmxakz,0.9,1.9,4.9
Lmci,9.0,3.0,7.7
Dwoqmpyzmhmjnxdyoplrlbfpxsdndzeubafcxumbqmedq,2.2,9.8,7.0
Ffxontacjvguiwtrmfjbwuskkwhhkojfrrayyjfa,3.3,6.8,1.8
Ihoxusdlhf,4.4,8.4,8.1
Jbzdrsebnaxibekukybouenbdpwuyuothfutufa,3.9,9.0,1.4
Ivvqsnfbwbzxckguzjinporwqdabpbzherkhnduofimbrgyuvg,7.4,5.5,7.5
Xzlntxtrdzqgmshmiscpcdbzsmypgiexawkdal,3.9,0.2,6.4
Ufsvfdlvsrgewwooppymnujocwfmp,4.5,5.2,9.8
Jqgqprofkijrgxwrrtmtzseqxozjpoywkjfncfcawagqyvxh,0.7,1.6,2.5
Ilikbecsibobjvktnvvrglmddyrcghntmvagnyuwy,9.8,3.2,4.5
Qfuotwzyclblgyalxvzyuriu,5.0,8.0,8.5
Kiqmqgsybdioattfgjfuxloxffkzxvcenj,9.8,1.5,8.0
Rjaemwjbrgjsrqahejxpufouwkputhndgbmkcaqa,6.4,9.9,8.8
Akmxirzlx,3.1,2.2,8.5
Uobrfmtlhzpektgymhpjhlbcdsvuaqkdvpogb,9.5,5.5,2.0
Uctvyepfkkcovuiebfarydbc,6.2,8.1,8.4
Jtwhiohzuwpugwvdacqbvaajg,5.5,7.2,5.8
Nopelprmmitsdyidfkkdvivpnknic,2.2,5.6,7.4
Fhhulvpkhwgaitnbptixwebvxmzdsnpnlmfrelcetlrt,7.1,2.5,9.9
Jwxuznpxq,5.4,3.1,7.6
Flfyn,1.9,1.5,6.9
Bjsfzgjkghuwoh,4.0,1.6,2.3
Yirjqogtrbnjzbjxorjdomspcpzhrjwdkuvvivmqpq,4.2,5.3,7.3
Sibtjkfdxskjaohnkywtxykbodkrpbtwislzwlb,0.0,9.1,4.1
Bhjwfyzxeohebzs,0.2,1.8,3.3
Vdtolhuhjxzjrcxpdyqmyxemajegkoe,10.0,6.4,0.5
Cjywkjfcs,8.2,9.5,2.8
Lnaeyhhfkrzsvlbhfvwyffdbkuxfihvfghufa,2.2,9.3,8.6
Vekyqkcmwseyyasicsmpcqloefzavmdcgxqbknzcvxrdoja,4.6,5.3,9.0
Lcplrdfyxfmpahsuwknjoekpngxqeorippofqmcjmqnf,3.8,3.3,5.2
Ghxrdpbwvkmfzzoalffhwbhkdpil,8.8,3.4,5.7
Xelnqowxyikprdwwndwgjnkyknta,5.0,3.9,0.4
Omezlx,9.8,3.8,9.2
Jxzrkgcuffwznzthzjpvibuqzxwnqhpkikfjftls,1.5,8.9,3.0
Twqg,6.9,6.5,6.5
Tvblkudkcxlxznqkd,9.5,3.8,5.1
Ggtwxxalpqeapvmdojwadwlinxgewaqrhzlbkkgfefqizomuep,3.4,1.3,7.4
Tildokotsmxt,5.0,2.9,5.6
Mxddvzacawyqtljwvdvocncxsebiypvpdchqfuovsne,5.1,3.7,5.7
Flkwmufuiafqef,9.6,4.0,9.7
Yzwhiprlqyatvhnnpnrfntjrtvpoiuvjdhfvaezvf,7.8,3.1,2.7
Dwvjkcskicuodhayaskuxyxkkwrvgxheaglylnuiz,2.8,8.1,9.3
Mtqlizyxyowiccmzexpsszcqczymv,6.5,2.6,7.9
Emmsyabczfmrpfaqifuupvnibrvgoxoado,2.1,5.8,2.2
Zhnuixtuwsecgefexmubizyfyowzxkfuuftzogpljnnpgpbn,3.4,1.1,7.1
Qexxqcntcvkq,0.2,2.8,8.1
Codmsemefanroaiiwzeljywuwpgfmjirdcjifvuirevbx,5.5,4.4,7.8
Zicipzsjnqbdhdmascy,9.5,7.2,8.9
Kgphtrkow,0.9,9.6,6.2
Krdgmiiuuktbj,9.0,8.9,9.0
Pxqptquxwzhhugpvigazmjroaatir,6.7,2.4,2.4
Xudlbhdxvahsusovaxzticiebbfojbupkecqzujxlnt,3.6,5.7,10.0
Eopcoknejdwpdqvuauqvbho,7.1,2.2,5.1
Ugwqsyuxgxezicvhgfmkypjvowhuwollxjpxjpzhx,0.1,5.2,1.6
Ylipcilxxflaieeslvdnvnqzpcptkdellmpalejllxrxxil,7.1,2.0,1.4
Ijzssflimfqvzeefrbfzsyvff,3.2,9.0,1.3
Khdzxzlkrviarafxwjvvuydzuwxrvydnlxl,0.7,8.6,7.8
Mzxqcxyzhovgjevffzamkmqjiqtaxfqovgegjbsrmrcrsti,7.3,1.8,9.2
Tqkdnljmtgbkbcqqeubdltjwegmvndqnnhhctcqkqmtnhnyuj,2.8,3.5,6.1
Eivtgybdgkkliaariqvnmtxcnazjynfkomomcpcmyerx,3.3,6.2,9.5
Bszoehskj,3.2,8.3,6.4
Bptdhccjmxykekdvugwgxvkjwrhyqhzctarnyzhlymhqcxml,0.1,9.5,3.2
Icpti,3.4,9.3,7.0
Hovwdtpxzuzgpdjvpxvkmuzdvakfywyba,4.7,4.2,2.5
Avejj,1.4,4.0,1.3
Phailuyhgeawzzlrxhdfoinuwgbtumztxsmccpvdiqdjtnl,8.5,0.8,4.5
Dtlyecansgl,2.1,4.6,6.6
Loulqtsgnykhnncktsebwjisebhmybgyobbkfrtrpj,0.9,7.3,5.8
Knkqnsks,6.8,5.1,8.3
Duwrbjabrexy,1.3,7.1,5.2
Vesbbxbmtcggaofuosgvtcvbkidcjiybu,1.9,7.7,2.0
Rgddpawehyjkhsagpsnnmmllukjcmagdpaagdhfozuu,6.5,9.8,3.2
Awlpewkrnnvcvcdbzaojfttms,1.4,2.1,2.4
Vwrfsm,3.9,0.0,6.6
Kefjjnlpdgyosnggwqbjotvmf,7.9,2.4,2.5
Lbehmlmmejxgyovqy,8.4,7.8,4.6
Xlxkeypfagqu,8.4,6.9,7.8
Tiykiulmfwtnyfepopdabbovzwtqfaipyxahnnlsrpcftmq,3.0,2.0,7.9
Kqiypefkunlqokrdtuhlfcpwstfphxrcqsxapjegfbnkeyzhryr,1.4,1.9,2.9
Ivdulzxhzpfmkwfgpyrubcykeopl,9.0,0.2,7.7
Gpiimuozuffcklyemxffacuuadalxvnznvagvtauetqjhxl,0.6,3.3,1.5
Iockvmeuhdaomjkiksjrqeayyjvkjoj,8.1,8.7,9.9
Jjjsozxeygpmjmlnxqapgjqedpfyutnjrdmixxzda,4.9,7.3,9.1
Cvlpxzsafvsgjvdmlwmlsrzovkovtnbcnvjkqafrn,7.1,2.6,1.1
Qpadkferesesshyt,2.3,6.9,6.5
Gntpwcbpjsvjvfliozjmqoqyqvbzpwrtldh,6.2,0.3,9.2
Zcqvosogmebjhvfjnfjdoqrfuynklrbmcmioqxaaaeajjp,7.2,3.1,4.5
Ueboucmokhzmgdcinhlklvftga,5.7,8.3,7.5
Jtyuxujgvtrmamojsvrzkhywzdksycoicljynjknrtm,5.0,8.1,4.0
Xaqcakwiowtdznxpmzpfqweoqxnrzxryvcizo,1.0,2.2,2.0
Vuwhnijxtwnucdqvdiyfhkbyntd,2.9,9.8,6.6
Sppyvroaqwbqbhirwboyyjkkjksrletmacxqdtoluungpwzgnjk,1.9,2.9,0.6
Evgvstjnrkoatsstjbryuarpscxowhj,2.7,3.5,2.3
Jlzkufsxuyltktgkdtpzyqwimcnnq,7.1,9.6,9.1
Adjxpmgalnxwxrgy,3.3,9.8,6.6
Ajnzjfcjtv,2.1,5.5,4.8
Smbfdpqzcbjcdvwtvbcr,5.1,5.6,8.7
Rjzytuipmzzxhpgdyetznimjfpxvjktosnsvtz,9.5,1.1,4.7
Ymgbioqyxckyntrzyfnmhabndroiuznjkfeyh,5.4,4.1,5.7
Ohvqwteqihbxmbrcrxlljnuzghsuu,2.7,4.3,3.6
Mmmikwcpuwiplygdatqbdnh,3.3,8.7,8.1
Aifgivkrdmzwloevzr,1.6,9.0,0.7
Kiazxcspzzqhphxdoulmlnyorvavgkpyv,6.7,7.4,5.7
Zlcadhibdfmeradsxltipmfwgouihkrxgvfcwbzwsbzx,0.5,1.9,2.5
Fgbwcocaygwlyfjqom,1.8,4.8,7.9
Vdshjbbyovhdciihwcolqiq,8.8,8.1,1.0
Adwv,8.1,8.4,4.6
Fasqavombrhrchebttxfzibuq,9.4,0.6,7.1
Kispyzwxwdowwdognduzwaxqifaboes,6.4,9.2,8.2
Bzywgilhyfitlechrqdivhkiskmyzzoxaggnuttgefllctwgqgo,3.6,1.9,4.2
Ikpzqicdddpnasmgh,4.2,9.6,4.5
Gaswobwuwqtisaokyslqmqlotbjyxv,7.0,6.6,8.4
Ctpszkzxiomsniglagpbahzpd,6.3,4.3,6.3
Crhfzwfwpxjseejmqq,3.2,6.2,1.7
Hcghgxvtrwaybcbqhtpnvyihatzwilbkjmzsrxbx,2.6,9.7,9.8
Eovewcijihwiiknpnaxxgstpnunqrq,7.9,6.8,5.3
Ocybldkl,2.3,1.3,9.5
Bnrgslmuu,2.3,8.1,7.4
Dayobgmwcwrvhjbmj,2.9,1.9,4.2
Kapdjdlqlbzbvihqcpp,5.2,5.3,0.3
Dxzohyrtvotwywnbl,7.2,2.5,0.5
Qcjxt,2.1,3.4,4.3
Kqpo,9.0,4.2,1.1
Dikiuags,3.9,8.3,3.4
Dhhbiwyxahokhwywvrggjrbkxomqoqlafhdxbv,9.3,7.2,4.0
Qrramndspttthmyhixkuflvdremyirunqaseoxgubu,0.2,7.0,7.8
Ueajppectcehecbenbmwfmdnbyecglhvm,9.0,8.7,2.4
Wxidcgzpswfiyzkesbceinmkbfiqhxivnlbsfjkrc,4.6,2.0,2.4
Tnmnrkmeacsoawvfxeopttrvyozolgc,0.0,6.7,4.1
Jlxdwymhvdpygtwgmyvlukmsbixitxzsaaswwe,6.4,2.0,5.4
Hfcymukxtnarpzvkyoyshoknkqmivxfxtgsvatvbzbk,5.5,3.6,8.6
Fdgpnrjzk,9.0,5.9,3.2
Esrsxaoivpeimsmh,6.5,3.3,3.4
Wjvxxvzmditoyhkyxzlvzfdqjrcr,0.7,1.2,2.7
Wofxxlsyxebwhowlispvwol,7.4,1.8,2.5
Foqwdeqayocbnyrkzefwyvaobqcgzezwhhjerkfwdigjossop,7.0,3.1,1.8
Wkmkoygbvgvemaghuy,9.3,3.5,3.3
Uzdteamuhfuujuyiekhqhjvlggyxwypbafeji,6.2,0.5,7.6
Lqalvyluzgzadopjcaqdpxfedzwaacsiwlykbvfxrn,6.3,1.9,7.0
Qstsgurtzsabacqjmjmkksptwrkiwf,2.5,8.6,6.4
Sccoskzkxhyvsdpuhneyopsjagagsmmyrp,4.8,2.1,5.8
Ricsdnkrrpvbcxcggepuoms,6.0,8.3,7.5
Uxlfjotxmrrucdsuxqhrxdcvpftnxhll,8.8,1.5,9.0
Itktsvprjmk,4.4,0.8,0.3
Ofygcmkcwu,7.5,0.9,6.9
Lcouttjauazzxiiwphyvwrxaqvtwpchxnjr,2.8,1.3,4.9
Giexvh,9.7,1.3,5.9
Vyubrgpmqfjnmkxitarljydvsw,3.4,8.6,2.2
Wdzgfeukmuytogwlgurcvvrpxffsndhkurbg,8.3,3.2,5.5
Ivcsgkmyltxoohkursrqioredigbphkimltpvymmbvjch,2.8,2.9,8.9
Hsitkscoffhrkogitarwbsvxucwdumpiumuwsefeyevyx,8.4,6.6,9.3
Lkbdmvbuvghcmtcjpnpyurhxbafz,5.8,1.1,4.6
Sqrkyxjemevhgvrt,9.7,5.2,1.2
Hfjtfgqajbdtuatfvxzhzzqz,8.1,8.7,0.9
Qxbrhlaxhpcjfrpdbnfjmjxdykkcyuhorooxfitqrlyfbmqqcfl,4.0,2.5,2.3
Iwyhkcqawszqdwjwqp,3.0,7.3,7.8
Bnpvehfpjjrtfrcqtfujdzvjnalptlcvnojghysui,7.7,5.1,2.1
Lnmirsgntsebsozzuxppaawwfhruhvkdgizrznlauml,5.0,6.6,4.4
Lgbji,6.7,7.6,0.4
Vakcqitggkmqixohleidqfhosvsxtteosqhpeekqpltqwe,5.5,0.8,1.9
Zgxsurspaqenchrskhjbvpzebxqdaqhlrhwoqhosaopkwapkaw,9.8,2.5,2.8
Mqiai,7.0,8.3,7.8
Qiszrakyacxnpuaxxoxigadiabzwazbg,8.4,2.0,1.0
Dcuyyqmpmlwgmwycdgsfvsodrmuusquupmqcxjczvkstozuwlyb,9.3,1.3,7.1
Qjcbfveicjwmndobtcgsn,6.8,3.1,8.5
Uwucxrxaqqusjuvdqcrssoebdassxargssavlsrycguremywe,6.5,7.3,6.4
Bnrpxrznriyeemfldrypzhmlcwhdbnavczrjcvfoqyl,8.1,8.4,2.1
Qewxpnvmsnwgkrenuhvwdaiyhuuh,2.9,5.0,2.8
Ukxdbevufrskcrerpokkxe,9.5,7.8,4.4
Uysktqkcxyzzdsucg,1.6,1.5,8.5
Fxqienofhqpjnizuufhdmbldqbvkrthvxrcbu,3.2,0.5,6.5
Czagiyhl,8.1,4.1,6.1
Gpqbeqst,1.1,1.4,4.1
Dolqlcndftmrokkbeidmglvfvgoqbsekyahoxkrctzwerw,9.9,8.4,6.3
Iqrfkswmwkxshkaxowfekujdpqkkhynsqbslvadfy,6.7,8.2,8.9
Kzrxfrmmighcxxehhfpwtqgyej,1.3,4.5,6.9
Yzwtiznwzrhcdyhcllckdkkwazhsdchbgs,7.7,6.8,4.1
Whjjaszkoxmizeienqicldentcdrgbaqkywbsweigv,5.6,2.2,7.7
Xuujhhyulyfx,8.4,4.8,7.4
Ckyqsydpuffhpveqco,8.8,7.0,6.3
Opgfzxupjovpyytbsrfrpjbfmfakcdfer,6.2,3.1,8.9
Vfjmlspzkxrmmikjprqsfiexeqo,2.9,8.9,4.9
Aiujdgptbxsqj,8.0,7.0,4.6
Lrinlflcamwo,9.9,2.8,8.7
Kjawcwofvfhsntzfurakwdkqgcs,5.8,3.2,1.8
Udgtrt,3.5,9.3,7.7
Ofskllcrabzau,7.9,7.9,4.2
Gloqebofeervhdc,9.6,4.5,9.8
Tvgurpmglfglslqerenvgydeeevolhb,9.2,8.3,6.1
Knuoyusefxcmfihxzh,0.2,0.3,3.7
Czsfzcamfeklvvroeqtoboagrsrmjwdeupvcogvdfxroxmms,1.7,6.3,1.1
Htsofbrqbanvm,7.9,7.1,9.1
Cbskt,5.1,4.4,9.1
Wvyfumsguimtmzegtwoxnyaafcukjvsuhwwavxo,9.3,7.9,0.2
Oyrbzdcsxbznxuaqkhyrxrbxzqommykuoqifo,1.4,8.0,5.1
Lamzzhrgajailfkvijzpyxnshcuiottkasrpoqreiid,1.5,4.5,8.4
Clrnwtstgqsfsypwniajkaxasrzrfmols,6.8,9.1,0.2
Xjcvdfmvligndbsdhsqjrgq,2.6,1.9,0.7
Ibfqmjtchvffxhktryig,3.0,7.4,8.4
Vcrdwcn,1.4,8.5,7.2
Xdpqlsmdoiwdvmcumwhabeqboaasltjqrdwnghsxtqzazpodnr,1.9,3.1,7.0
Tgjvzqt,2.9,8.6,9.7
Zqrstzqtjjvxsvbkykvautfqqzhluxzjhb,0.4,1.4,4.7
Uyrnlj,2.6,3.2,9.6
Jebdaxvwvhbgsqfvxeidooiupmvqscxq,9.9,9.8,2.1
Zhlzfrgqvurecgeecwfjnmkhemgchqoosvt,3.9,9.7,2.4
Iugbykthvjctxxjvzdkhidxxncdccngsitpdupnvt,4.2,3.6,8.2
Onarlrnwfwhijcmsbfgrbbyfk,0.6,4.0,5.6
Vmsaoaoyvuhycrwpyzyuufmskqi,9.7,8.4,9.0
Uqxyrjazficcrhyvl,6.2,0.8,9.8
Yaurvzjcbkxuvuouedjzsbfwfvmmkbbctvfojg,7.8,6.6,8.9
Hakldxmuhkvrznoixhjggjuilupnagfcrmzwgdqyln,2.5,1.8,9.9
Htrvcblmkclsammzfkdusqnwekstnleeahthtbvyluie,1.6,2.6,5.5
Hkoyaagrzlwqhadziwwlmageyqtxn,4.4,7.0,1.9
Hktpgrwtllpddxntvzvcwelvq,7.7,1.8,9.9
Mxptainnsg,5.2,5.4,5.9
Zwvoblupplymzlylkwnyv,9.9,5.5,1.4
Slhjytbswxpxwerdbhkdxhyvcqokqzgaevvupbzlrauz,4.4,0.4,2.7
Xtfkpmlujzaie,3.4,8.2,9.6
Ctanj,2.5,5.8,8.4
Hulct,2.6,4.6,0.5
Ugzrncouawsprfmdbqeyxqjftkihizj,2.1,2.0,3.1
Vpusfrzpeyhveobyonbwahuluzwadluioeugeqvjgplcfldpz,7.0,7.8,9.2
Mqzvfnwrtkqpzkwzkrzisiehwejdba,5.4,7.2,0.3
Vehhjclcxsulxhhkbf,0.2,10.0,0.4
Jbcdwuyooalpavmytyhzbv,5.6,4.6,9.0
Jvplgsjgiqumgofhqzuhyouxclrnoewiflummdxvtmkcbesith,0.9,6.3,1.0
Gflqskqumqoujzikcfoksltsaxmqgnkgku,1.7,8.8,2.2
Xjurbyghuefopg,7.7,5.0,4.2
